"file","cat","conf"
"CATH27__2019-07-04__16-31-33.jpg","Human",0.998
"CATH27__2019-07-04__16-31-35.jpg","Human",0.999
"CATH27__2019-07-04__16-31-36.jpg","Human",0.999
"CATH27__2019-07-04__16-31-37.jpg","Human",0.999
"CATH27__2019-07-04__16-31-40.jpg","Human",0.999
"CATH27__2019-07-04__16-31-41.jpg","Human",0.998
"CATH27__2019-07-05__00-49-37.jpg","Animal",0.999
"CATH27__2019-07-05__12-00-00.jpg","Blank",0
"CATH27__2019-07-05__12-00-00.jpg","Blank",0
"CATH27__2019-07-06__12-00-00.jpg","Blank",0
"CATH27__2019-07-06__12-00-00.jpg","Blank",0
"CATH27__2019-07-07__12-00-00.jpg","Blank",0
"CATH27__2019-07-07__12-00-00.jpg","Blank",0
"CATH27__2019-07-07__12-11-46.jpg","Animal",0.999
"CATH27__2019-07-07__12-11-46.jpg","Animal",0.999
"CATH27__2019-07-07__12-13-06.jpg","Animal",0.999
"CATH27__2019-07-07__12-13-06.jpg","Animal",0.999
"CATH27__2019-07-07__12-13-08.jpg","Animal",0.999
"CATH27__2019-07-07__12-13-11.jpg","Animal",0.999
"CATH27__2019-07-07__13-18-51.jpg","Animal",0.999
"CATH27__2019-07-07__13-18-51.jpg","Animal",0.997
"CATH27__2019-07-07__13-18-51.jpg","Animal",0.107
"CATH27__2019-07-07__13-18-53.jpg","Animal",0.999
"CATH27__2019-07-07__13-18-53.jpg","Animal",0.999
"CATH27__2019-07-07__13-19-08.jpg","Animal",0.999
"CATH27__2019-07-07__13-19-08.jpg","Animal",0.998
"CATH27__2019-07-07__13-19-08.jpg","Animal",0.183
"CATH27__2019-07-07__13-19-10.jpg","Animal",0.999
"CATH27__2019-07-07__13-19-10.jpg","Animal",0.988
"CATH27__2019-07-07__13-19-10.jpg","Animal",0.293
"CATH27__2019-07-07__13-19-10.jpg","Animal",0.164
"CATH27__2019-07-07__13-19-11.jpg","Animal",0.999
"CATH27__2019-07-07__13-19-11.jpg","Animal",0.999
"CATH27__2019-07-07__13-19-13.jpg","Animal",0.999
"CATH27__2019-07-07__13-19-13.jpg","Animal",0.999
"CATH27__2019-07-07__13-19-32.jpg","Animal",0.999
"CATH27__2019-07-07__13-19-32.jpg","Animal",0.998
"CATH27__2019-07-07__13-19-59.jpg","Animal",0.999
"CATH27__2019-07-07__13-19-59.jpg","Animal",0.851
"CATH27__2019-07-07__13-19-59.jpg","Animal",0.395
"CATH27__2019-07-07__13-19-59.jpg","Human",0.3
"CATH27__2019-07-07__13-20-01.jpg","Animal",0.999
"CATH27__2019-07-07__13-20-01.jpg","Animal",0.998
"CATH27__2019-07-07__13-20-18.jpg","Animal",0.999
"CATH27__2019-07-07__13-20-18.jpg","Animal",0.999
"CATH27__2019-07-07__13-21-46.jpg","Animal",0.999
"CATH27__2019-07-07__13-21-47.jpg","Animal",0.999
"CATH27__2019-07-07__13-21-48.jpg","Animal",0.999
"CATH27__2019-07-07__13-21-50.jpg","Animal",0.999
"CATH27__2019-07-07__13-21-52.jpg","Animal",0.999
"CATH27__2019-07-08__12-00-00.jpg","Animal",0.282
"CATH27__2019-07-09__12-00-00.jpg","Blank",0
"CATH27__2019-07-09__12-00-00.jpg","Blank",0
"CATH27__2019-07-10__12-00-00.jpg","Blank",0
"CATH27__2019-07-10__12-00-00.jpg","Blank",0
"CATH27__2019-07-11__12-00-00.jpg","Blank",0
"CATH27__2019-07-11__12-00-00.jpg","Blank",0
"CATH27__2019-07-12__12-00-00.jpg","Blank",0
"CATH27__2019-07-12__12-00-00.jpg","Blank",0
"CATH27__2019-07-13__02-43-07.jpg","Animal",0.99
"CATH27__2019-07-13__02-43-07.jpg","Animal",0.165
"CATH27__2019-07-13__02-43-08.jpg","Animal",0.999
"CATH27__2019-07-13__02-43-09.jpg","Animal",0.999
"CATH27__2019-07-13__02-43-11.jpg","Animal",0.999
"CATH27__2019-07-13__02-43-12.jpg","Animal",0.999
"CATH27__2019-07-13__12-00-00.jpg","Blank",0
"CATH27__2019-07-13__12-00-00.jpg","Blank",0
"CATH27__2019-07-14__08-39-57.jpg","Animal",0.994
"CATH27__2019-07-14__12-00-00.jpg","Blank",0
"CATH27__2019-07-14__12-00-00.jpg","Blank",0
"CATH27__2019-07-15__12-00-00.jpg","Blank",0
"CATH27__2019-07-15__12-00-00.jpg","Blank",0
"CATH27__2019-07-16__11-49-40.jpg","Blank",0
"CATH27__2019-07-16__11-49-40.jpg","Blank",0
"CATH27__2019-07-16__12-00-00.jpg","Blank",0
"CATH27__2019-07-16__12-00-00.jpg","Blank",0
"CATH27__2019-07-16__23-28-37.jpg","Animal",0.999
"CATH27__2019-07-16__23-28-39_1.jpg","Animal",0.999
"CATH27__2019-07-16__23-28-39_1.jpg","Animal",0.101
"CATH27__2019-07-16__23-28-39_2.jpg","Animal",0.329
"CATH27__2019-07-17__12-00-00.jpg","Blank",0
"CATH27__2019-07-17__12-00-00.jpg","Blank",0
"CATH27__2019-07-17__19-45-09.jpg","Animal",0.999
"CATH27__2019-07-17__19-45-09.jpg","Animal",0.603
"CATH27__2019-07-18__12-00-00.jpg","Blank",0
"CATH27__2019-07-18__12-00-00.jpg","Blank",0
"CATH27__2019-07-19__12-00-00.jpg","Blank",0
"CATH27__2019-07-19__12-00-00.jpg","Blank",0
"CATH27__2019-07-20__11-27-03.jpg","Animal",0.999
"CATH27__2019-07-20__11-27-05.jpg","Animal",0.999
"CATH27__2019-07-20__11-27-06.jpg","Animal",0.999
"CATH27__2019-07-20__11-27-07.jpg","Animal",0.999
"CATH27__2019-07-20__11-27-07.jpg","Animal",0.998
"CATH27__2019-07-20__11-27-09.jpg","Animal",0.999
"CATH27__2019-07-20__11-27-09.jpg","Animal",0.996
"CATH27__2019-07-20__11-27-10.jpg","Animal",0.999
"CATH27__2019-07-20__11-27-12.jpg","Animal",0.999
"CATH27__2019-07-20__11-27-28.jpg","Animal",0.999
"CATH27__2019-07-20__12-00-00.jpg","Blank",0
"CATH27__2019-07-20__12-00-00.jpg","Blank",0
"CATH27__2019-07-21__00-16-57.jpg","Blank",0
"CATH27__2019-07-21__00-16-57.jpg","Blank",0
"CATH27__2019-07-21__00-31-42.jpg","Animal",0.998
"CATH27__2019-07-21__00-31-43.jpg","Animal",0.999
"CATH27__2019-07-21__00-31-44.jpg","Animal",0.999
"CATH27__2019-07-21__00-31-45.jpg","Animal",0.999
"CATH27__2019-07-21__00-31-46.jpg","Animal",0.999
"CATH27__2019-07-21__12-00-00.jpg","Animal",0.238
"CATH27__2019-07-22__08-31-15.jpg","Animal",0.999
"CATH27__2019-07-22__08-31-16.jpg","Animal",0.999
"CATH27__2019-07-22__08-31-18.jpg","Blank",0
"CATH27__2019-07-22__08-31-18.jpg","Blank",0
