"file","cat","conf"
"CATH41__2019-08-21__12-54-35.jpg","Human",0.994
"CATH41__2019-08-21__12-54-36.jpg","Human",0.998
"CATH41__2019-08-21__12-54-38.jpg","Human",0.998
"CATH41__2019-08-21__12-54-39.jpg","Human",0.999
"CATH41__2019-08-21__12-54-41.jpg","Human",0.999
"CATH41__2019-08-21__12-54-42.jpg","Human",0.999
"CATH41__2019-08-21__12-54-43.jpg","Human",0.999
"CATH41__2019-08-21__12-54-45.jpg","Blank",0
"CATH41__2019-08-21__12-54-45.jpg","Blank",0
"CATH41__2019-08-21__12-54-46.jpg","Human",0.999
"CATH41__2019-08-21__12-54-47.jpg","Human",0.999
"CATH41__2019-08-21__12-55-06.jpg","Human",0.996
"CATH41__2019-08-21__12-55-08.jpg","Blank",0
"CATH41__2019-08-21__12-55-08.jpg","Blank",0
"CATH41__2019-08-21__12-55-35.jpg","Human",0.997
"CATH41__2019-08-21__12-55-37.jpg","Human",0.999
"CATH41__2019-08-21__12-55-38.jpg","Human",0.988
"CATH41__2019-08-21__12-55-38.jpg","Human",0.102
"CATH41__2019-08-21__12-55-42.jpg","Human",0.952
"CATH41__2019-08-21__12-55-42.jpg","Human",0.144
"CATH41__2019-08-21__12-55-42.jpg","Animal",0.114
"CATH41__2019-08-21__12-55-44.jpg","Human",0.979
"CATH41__2019-08-21__12-55-44.jpg","Human",0.962
"CATH41__2019-08-21__12-55-44.jpg","Human",0.931
"CATH41__2019-08-21__12-55-44.jpg","Human",0.234
"CATH41__2019-08-21__12-55-46.jpg","Human",0.999
"CATH41__2019-08-21__12-55-47.jpg","Human",0.999
"CATH41__2019-08-21__12-55-49.jpg","Blank",0
"CATH41__2019-08-21__12-55-49.jpg","Blank",0
"CATH41__2019-08-22__12-00-00.jpg","Blank",0
"CATH41__2019-08-22__12-00-00.jpg","Blank",0
"CATH41__2019-08-22__14-19-30.jpg","Human",0.999
"CATH41__2019-08-22__14-19-31.jpg","Blank",0
"CATH41__2019-08-22__14-19-31.jpg","Blank",0
"CATH41__2019-08-22__14-19-39.jpg","Human",0.999
"CATH41__2019-08-22__23-10-16.jpg","Animal",0.999
"CATH41__2019-08-22__23-10-19.jpg","Animal",0.999
"CATH41__2019-08-23__12-00-00.jpg","Blank",0
"CATH41__2019-08-23__12-00-00.jpg","Blank",0
"CATH41__2019-08-23__12-58-44.jpg","Human",0.999
"CATH41__2019-08-23__12-58-46.jpg","Human",0.998
"CATH41__2019-08-23__12-58-46.jpg","Human",0.359
"CATH41__2019-08-23__12-58-46.jpg","Human",0.255
"CATH41__2019-08-23__12-58-47.jpg","Blank",0
"CATH41__2019-08-23__12-58-47.jpg","Blank",0
"CATH41__2019-08-23__13-35-30.jpg","Human",0.998
"CATH41__2019-08-23__13-35-31.jpg","Human",0.999
"CATH41__2019-08-23__13-35-31.jpg","Animal",0.944
"CATH41__2019-08-23__13-35-31.jpg","Human",0.791
"CATH41__2019-08-23__13-35-31.jpg","Animal",0.731
"CATH41__2019-08-23__13-35-31.jpg","Human",0.645
"CATH41__2019-08-23__13-35-31.jpg","Human",0.4
"CATH41__2019-08-23__13-35-31.jpg","Human",0.26
"CATH41__2019-08-23__13-35-32.jpg","Human",0.998
"CATH41__2019-08-23__13-35-32.jpg","Human",0.995
"CATH41__2019-08-23__13-35-32.jpg","Human",0.286
"CATH41__2019-08-23__13-35-35.jpg","Blank",0
"CATH41__2019-08-23__13-35-35.jpg","Blank",0
"CATH41__2019-08-23__13-35-43.jpg","Human",0.998
"CATH41__2019-08-24__12-00-00.jpg","Blank",0
"CATH41__2019-08-24__12-00-00.jpg","Blank",0
"CATH41__2019-08-25__11-39-39.jpg","Human",0.999
"CATH41__2019-08-25__11-39-41.jpg","Blank",0
"CATH41__2019-08-25__11-39-41.jpg","Blank",0
"CATH41__2019-08-25__11-39-43.jpg","Human",0.999
"CATH41__2019-08-25__11-39-44.jpg","Human",0.999
"CATH41__2019-08-25__11-39-45.jpg","Animal",0.985
"CATH41__2019-08-25__11-39-45.jpg","Human",0.54
"CATH41__2019-08-25__11-39-48.jpg","Human",0.999
"CATH41__2019-08-25__11-39-48.jpg","Human",0.156
"CATH41__2019-08-25__11-39-49.jpg","Blank",0
"CATH41__2019-08-25__11-39-49.jpg","Blank",0
"CATH41__2019-08-25__11-42-09.jpg","Human",0.999
"CATH41__2019-08-25__11-42-09.jpg","Human",0.968
"CATH41__2019-08-25__11-42-09.jpg","Human",0.176
"CATH41__2019-08-25__11-42-09.jpg","Human",0.12
"CATH41__2019-08-25__11-42-11.jpg","Human",0.999
"CATH41__2019-08-25__12-00-00.jpg","Blank",0
"CATH41__2019-08-25__12-00-00.jpg","Blank",0
"CATH41__2019-08-26__12-00-00.jpg","Blank",0
"CATH41__2019-08-26__12-00-00.jpg","Blank",0
"CATH41__2019-08-27__12-00-00.jpg","Blank",0
"CATH41__2019-08-27__12-00-00.jpg","Blank",0
"CATH41__2019-08-28__12-00-00.jpg","Blank",0
"CATH41__2019-08-28__12-00-00.jpg","Blank",0
"CATH41__2019-08-29__12-00-00.jpg","Blank",0
"CATH41__2019-08-29__12-00-00.jpg","Blank",0
"CATH41__2019-08-29__23-32-53.jpg","Animal",0.999
"CATH41__2019-08-30__12-00-00.jpg","Blank",0
"CATH41__2019-08-30__12-00-00.jpg","Blank",0
"CATH41__2019-08-31__02-29-51.jpg","Animal",0.154
"CATH41__2019-08-31__12-00-00.jpg","Animal",0.22
"CATH41__2019-09-01__12-00-00.jpg","Blank",0
"CATH41__2019-09-01__12-00-00.jpg","Blank",0
"CATH41__2019-09-02__06-05-10.jpg","Animal",0.999
"CATH41__2019-09-02__06-05-12.jpg","Animal",0.998
"CATH41__2019-09-02__06-05-13.jpg","Blank",0
"CATH41__2019-09-02__06-05-13.jpg","Blank",0
"CATH41__2019-09-02__12-00-00.jpg","Blank",0
"CATH41__2019-09-02__12-00-00.jpg","Blank",0
"CATH41__2019-09-02__18-01-33.jpg","Animal",0.998
"CATH41__2019-09-02__18-01-34.jpg","Animal",0.998
"CATH41__2019-09-02__18-01-34.jpg","Human",0.866
"CATH41__2019-09-02__18-01-34.jpg","Animal",0.321
"CATH41__2019-09-02__18-01-36.jpg","Human",0.986
"CATH41__2019-09-02__18-01-37.jpg","Blank",0
"CATH41__2019-09-02__18-01-37.jpg","Blank",0
"CATH41__2019-09-03__12-00-00.jpg","Animal",0.335
"CATH41__2019-09-04__10-06-55.jpg","Animal",0.999
"CATH41__2019-09-04__10-07-21.jpg","Human",0.999
"CATH41__2019-09-04__10-07-22.jpg","Human",0.997
"CATH41__2019-09-04__10-07-22.jpg","Human",0.374
"CATH41__2019-09-04__12-00-00.jpg","Blank",0
"CATH41__2019-09-04__12-00-00.jpg","Blank",0
"CATH41__2019-09-05__12-00-00.jpg","Blank",0
"CATH41__2019-09-05__12-00-00.jpg","Blank",0
"CATH41__2019-09-06__00-30-58.jpg","Animal",0.865
"CATH41__2019-09-06__00-30-58.jpg","Animal",0.306
"CATH41__2019-09-06__00-30-58.jpg","Animal",0.127
"CATH41__2019-09-06__12-00-00.jpg","Blank",0
"CATH41__2019-09-06__12-00-00.jpg","Blank",0
"CATH41__2019-09-07__07-05-27.jpg","Animal",0.991
"CATH41__2019-09-07__12-00-00.jpg","Blank",0
"CATH41__2019-09-07__12-00-00.jpg","Blank",0
"CATH41__2019-09-07__13-27-32.jpg","Human",0.998
"CATH41__2019-09-07__13-27-32.jpg","Human",0.617
"CATH41__2019-09-07__13-27-32.jpg","Human",0.506
"CATH41__2019-09-07__13-27-32.jpg","Human",0.313
"CATH41__2019-09-07__13-27-34.jpg","Human",0.999
"CATH41__2019-09-08__12-00-00.jpg","Blank",0
"CATH41__2019-09-08__12-00-00.jpg","Blank",0
"CATH41__2019-09-09__12-00-00.jpg","Blank",0
"CATH41__2019-09-09__12-00-00.jpg","Blank",0
"CATH41__2019-09-10__02-17-55.jpg","Animal",0.961
"CATH41__2019-09-10__02-17-55.jpg","Animal",0.19
"CATH41__2019-09-10__12-00-00.jpg","Blank",0
"CATH41__2019-09-10__12-00-00.jpg","Blank",0
"CATH41__2019-09-11__12-00-00.jpg","Blank",0
"CATH41__2019-09-11__12-00-00.jpg","Blank",0
"CATH41__2019-09-11__12-14-40.jpg","Human",0.999
"CATH41__2019-09-11__12-14-41.jpg","Human",0.999
"CATH41__2019-09-11__12-14-42.jpg","Human",0.999
"CATH41__2019-09-11__12-14-44.jpg","Blank",0
"CATH41__2019-09-11__12-14-44.jpg","Blank",0
"CATH41__2019-09-12__12-00-00.jpg","Blank",0
"CATH41__2019-09-12__12-00-00.jpg","Blank",0
"CATH41__2019-09-13__12-00-00.jpg","Blank",0
"CATH41__2019-09-13__12-00-00.jpg","Blank",0
"CATH41__2019-09-14__12-00-00.jpg","Blank",0
"CATH41__2019-09-14__12-00-00.jpg","Blank",0
"CATH41__2019-09-14__23-34-29.jpg","Blank",0
"CATH41__2019-09-14__23-34-29.jpg","Blank",0
"CATH41__2019-09-15__10-14-43.jpg","Human",0.999
"CATH41__2019-09-15__10-14-44.jpg","Human",0.998
"CATH41__2019-09-15__10-14-45.jpg","Blank",0
"CATH41__2019-09-15__10-14-45.jpg","Blank",0
"CATH41__2019-09-15__12-00-00.jpg","Animal",0.11
"CATH41__2019-09-16__12-00-00.jpg","Blank",0
"CATH41__2019-09-16__12-00-00.jpg","Blank",0
"CATH41__2019-09-17__12-00-00.jpg","Blank",0
"CATH41__2019-09-17__12-00-00.jpg","Blank",0
"CATH41__2019-09-18__12-00-00.jpg","Blank",0
"CATH41__2019-09-18__12-00-00.jpg","Blank",0
"CATH41__2019-09-19__01-13-50.jpg","Animal",0.999
"CATH41__2019-09-19__01-13-51.jpg","Blank",0
"CATH41__2019-09-19__01-13-51.jpg","Blank",0
"CATH41__2019-09-19__12-00-00.jpg","Blank",0
"CATH41__2019-09-19__12-00-00.jpg","Blank",0
"CATH41__2019-09-20__12-00-00.jpg","Blank",0
"CATH41__2019-09-20__12-00-00.jpg","Blank",0
"CATH41__2019-09-21__06-21-53.jpg","Animal",0.999
"CATH41__2019-09-21__06-21-53.jpg","Animal",0.145
"CATH41__2019-09-21__06-21-54.jpg","Animal",0.999
"CATH41__2019-09-21__06-21-55.jpg","Animal",0.12
"CATH41__2019-09-21__12-00-00.jpg","Blank",0
"CATH41__2019-09-21__12-00-00.jpg","Blank",0
"CATH41__2019-09-22__12-00-00.jpg","Blank",0
"CATH41__2019-09-22__12-00-00.jpg","Blank",0
"CATH41__2019-09-22__21-29-13.jpg","Animal",0.993
"CATH41__2019-09-22__21-29-14.jpg","Animal",0.999
"CATH41__2019-09-22__21-29-16.jpg","Animal",0.998
"CATH41__2019-09-23__12-00-00.jpg","Blank",0
"CATH41__2019-09-23__12-00-00.jpg","Blank",0
"CATH41__2019-09-24__11-00-50.jpg","Human",0.999
"CATH41__2019-09-24__11-00-50.jpg","Human",0.984
"CATH41__2019-09-24__11-00-50.jpg","Human",0.637
"CATH41__2019-09-24__11-00-50.jpg","Animal",0.316
"CATH41__2019-09-24__11-00-51.jpg","Human",0.999
"CATH41__2019-09-24__12-00-00.jpg","Blank",0
"CATH41__2019-09-24__12-00-00.jpg","Blank",0
"CATH41__2019-09-25__12-00-00.jpg","Blank",0
"CATH41__2019-09-25__12-00-00.jpg","Blank",0
"CATH41__2019-09-26__08-14-38.jpg","Animal",0.999
"CATH41__2019-09-26__08-14-40.jpg","Animal",0.999
"CATH41__2019-09-26__12-00-00.jpg","Blank",0
"CATH41__2019-09-26__12-00-00.jpg","Blank",0
"CATH41__2019-09-27__12-00-00.jpg","Blank",0
"CATH41__2019-09-27__12-00-00.jpg","Blank",0
"CATH41__2019-09-28__12-00-00.jpg","Blank",0
"CATH41__2019-09-28__12-00-00.jpg","Blank",0
"CATH41__2019-09-29__12-00-00.jpg","Animal",0.969
"CATH41__2019-09-30__12-00-00.jpg","Animal",0.363
"CATH41__2019-10-01__12-00-00.jpg","Vehicle",0.596
"CATH41__2019-10-01__12-00-00.jpg","Vehicle",0.198
"CATH41__2019-10-01__12-00-00.jpg","Vehicle",0.1
"CATH41__2019-10-02__12-00-00.jpg","Human",0.143
"CATH41__2019-10-02__12-00-00.jpg","Human",0.102
"CATH41__2019-10-03__12-00-00.jpg","Animal",0.282
"CATH41__2019-10-04__12-00-00.jpg","Animal",0.161
"CATH41__2019-10-05__02-42-08.jpg","Animal",0.963
"CATH41__2019-10-05__02-42-08.jpg","Animal",0.748
"CATH41__2019-10-05__02-42-08.jpg","Animal",0.149
"CATH41__2019-10-05__02-42-13.jpg","Animal",0.97
"CATH41__2019-10-05__02-42-13.jpg","Animal",0.13
"CATH41__2019-10-05__02-42-13.jpg","Animal",0.121
"CATH41__2019-10-05__08-07-29.jpg","Animal",0.992
"CATH41__2019-10-05__08-07-29.jpg","Animal",0.255
"CATH41__2019-10-05__08-42-16.jpg","Animal",0.906
"CATH41__2019-10-05__08-42-16.jpg","Animal",0.247
"CATH41__2019-10-05__08-42-19.jpg","Blank",0
"CATH41__2019-10-05__08-42-19.jpg","Blank",0
"CATH41__2019-10-05__08-42-22.jpg","Blank",0
"CATH41__2019-10-05__08-42-22.jpg","Blank",0
"CATH41__2019-10-05__08-42-25.jpg","Animal",0.176
"CATH41__2019-10-05__08-42-27.jpg","Animal",0.15
"CATH41__2019-10-05__12-00-00.jpg","Blank",0
"CATH41__2019-10-05__12-00-00.jpg","Blank",0
"CATH41__2019-10-05__22-04-14.jpg","Animal",0.995
"CATH41__2019-10-05__22-04-14.jpg","Animal",0.964
"CATH41__2019-10-05__22-04-14.jpg","Animal",0.271
"CATH41__2019-10-05__22-04-15.jpg","Animal",0.99
"CATH41__2019-10-05__22-04-15.jpg","Animal",0.137
"CATH41__2019-10-05__22-05-14.jpg","Animal",0.984
"CATH41__2019-10-05__22-05-14.jpg","Animal",0.167
"CATH41__2019-10-05__22-05-15.jpg","Animal",0.999
"CATH41__2019-10-05__22-05-15.jpg","Animal",0.916
"CATH41__2019-10-05__22-05-16.jpg","Animal",0.982
"CATH41__2019-10-05__22-05-16.jpg","Animal",0.206
"CATH41__2019-10-06__08-13-53.jpg","Animal",0.999
"CATH41__2019-10-06__12-00-00.jpg","Animal",0.186
"CATH41__2019-10-06__12-17-25.jpg","Animal",0.77
"CATH41__2019-10-06__12-17-26.jpg","Animal",0.835
"CATH41__2019-10-06__12-17-26.jpg","Animal",0.102
"CATH41__2019-10-06__12-18-58.jpg","Animal",0.842
"CATH41__2019-10-06__12-36-22.jpg","Animal",0.999
"CATH41__2019-10-06__12-36-24.jpg","Animal",0.302
"CATH41__2019-10-07__12-00-00.jpg","Animal",0.214
"CATH41__2019-10-07__21-05-18.jpg","Animal",0.353
"CATH41__2019-10-07__21-05-18.jpg","Animal",0.207
"CATH41__2019-10-07__21-24-45.jpg","Animal",0.494
"CATH41__2019-10-07__21-24-45.jpg","Animal",0.207
"CATH41__2019-10-07__21-26-46.jpg","Animal",0.536
"CATH41__2019-10-07__21-26-46.jpg","Animal",0.373
"CATH41__2019-10-07__21-26-49.jpg","Animal",0.594
"CATH41__2019-10-07__21-30-11.jpg","Animal",0.7
"CATH41__2019-10-08__12-00-00.jpg","Animal",0.556
"CATH41__2019-10-08__12-00-00.jpg","Animal",0.408
"CATH41__2019-10-08__12-00-00.jpg","Animal",0.198
"CATH41__2019-10-09__12-00-00.jpg","Blank",0
"CATH41__2019-10-09__12-00-00.jpg","Blank",0
"CATH41__2019-10-10__12-00-00.jpg","Animal",0.425
"CATH41__2019-10-10__12-00-00.jpg","Animal",0.108
"CATH41__2019-10-11__12-00-00.jpg","Blank",0
"CATH41__2019-10-11__12-00-00.jpg","Blank",0
"CATH41__2019-10-11__14-11-28.jpg","Human",0.997
"CATH41__2019-10-11__14-11-30.jpg","Human",0.997
"CATH41__2019-10-11__14-11-30.jpg","Human",0.15
"CATH41__2019-10-11__14-11-31.jpg","Blank",0
"CATH41__2019-10-11__14-11-31.jpg","Blank",0
"CATH41__2019-10-11__14-12-18.jpg","Human",0.997
"CATH41__2019-10-11__14-12-19.jpg","Human",0.998
"CATH41__2019-10-11__14-12-19.jpg","Animal",0.323
"CATH41__2019-10-11__14-12-20.jpg","Blank",0
"CATH41__2019-10-11__14-12-20.jpg","Blank",0
"CATH41__2019-10-12__12-00-00.jpg","Blank",0
"CATH41__2019-10-12__12-00-00.jpg","Blank",0
"CATH41__2019-10-13__11-37-31.jpg","Human",0.991
"CATH41__2019-10-13__11-37-31.jpg","Human",0.262
"CATH41__2019-10-13__11-37-31.jpg","Human",0.165
"CATH41__2019-10-13__11-37-32.jpg","Animal",0.412
"CATH41__2019-10-13__11-37-32.jpg","Animal",0.285
"CATH41__2019-10-13__11-37-32.jpg","Animal",0.283
"CATH41__2019-10-13__11-37-32.jpg","Animal",0.194
"CATH41__2019-10-13__11-37-58.jpg","Human",0.992
"CATH41__2019-10-13__11-37-58.jpg","Human",0.866
"CATH41__2019-10-13__11-37-58.jpg","Human",0.302
"CATH41__2019-10-13__11-37-58.jpg","Human",0.278
"CATH41__2019-10-13__11-37-58.jpg","Animal",0.156
"CATH41__2019-10-13__11-37-58.jpg","Human",0.103
"CATH41__2019-10-13__11-37-59.jpg","Animal",0.288
"CATH41__2019-10-13__11-37-59.jpg","Animal",0.219
"CATH41__2019-10-13__11-37-59.jpg","Animal",0.189
"CATH41__2019-10-13__11-37-59.jpg","Animal",0.12
"CATH41__2019-10-13__12-00-00.jpg","Animal",0.406
"CATH41__2019-10-13__12-00-00.jpg","Animal",0.144
"CATH41__2019-10-13__12-00-00.jpg","Animal",0.134
"CATH41__2019-10-14__02-35-04.jpg","Animal",0.889
"CATH41__2019-10-14__12-00-00.jpg","Blank",0
"CATH41__2019-10-14__12-00-00.jpg","Blank",0
"CATH41__2019-10-15__12-00-00.jpg","Blank",0
"CATH41__2019-10-15__12-00-00.jpg","Blank",0
"CATH41__2019-10-15__15-30-32.jpg","Animal",0.966
"CATH41__2019-10-15__15-30-32.jpg","Animal",0.382
"CATH41__2019-10-15__15-30-32.jpg","Animal",0.182
"CATH41__2019-10-15__15-30-32.jpg","Animal",0.118
"CATH41__2019-10-16__12-00-00.jpg","Animal",0.303
"CATH41__2019-10-16__12-00-00.jpg","Animal",0.121
"CATH41__2019-10-17__12-00-00.jpg","Blank",0
"CATH41__2019-10-17__12-00-00.jpg","Blank",0
"CATH41__2019-10-18__12-00-00.jpg","Animal",0.267
"CATH41__2019-10-19__01-27-24.jpg","Animal",0.844
"CATH41__2019-10-19__01-27-25.jpg","Animal",0.865
"CATH41__2019-10-19__01-27-27_1.jpg","Animal",0.846
"CATH41__2019-10-19__01-27-27_2.jpg","Animal",0.847
"CATH41__2019-10-19__12-00-00.jpg","Blank",0
"CATH41__2019-10-19__12-00-00.jpg","Blank",0
"CATH41__2019-10-20__07-02-09.jpg","Animal",0.797
"CATH41__2019-10-20__12-00-00.jpg","Animal",0.525
"CATH41__2019-10-21__12-00-00.jpg","Animal",0.327
"CATH41__2019-10-22__09-14-11.jpg","Animal",0.108
"CATH41__2019-10-22__09-33-25.jpg","Animal",0.593
"CATH41__2019-10-22__10-37-41.jpg","Blank",0
"CATH41__2019-10-22__10-37-41.jpg","Blank",0
"CATH41__2019-10-22__10-47-48.jpg","Animal",0.508
"CATH41__2019-10-22__10-47-52.jpg","Animal",0.198
"CATH41__2019-10-22__10-47-57.jpg","Animal",0.451
"CATH41__2019-10-22__10-47-57.jpg","Animal",0.267
"CATH41__2019-10-22__10-48-01.jpg","Animal",0.131
"CATH41__2019-10-22__10-48-01.jpg","Animal",0.13
"CATH41__2019-10-22__11-01-23.jpg","Blank",0
"CATH41__2019-10-22__11-01-23.jpg","Blank",0
"CATH41__2019-10-22__11-01-24.jpg","Animal",0.125
"CATH41__2019-10-22__11-01-25.jpg","Animal",0.332
"CATH41__2019-10-22__12-00-00.jpg","Blank",0
"CATH41__2019-10-22__12-00-00.jpg","Blank",0
"CATH41__2019-10-22__12-00-05.jpg","Blank",0
"CATH41__2019-10-22__12-00-05.jpg","Blank",0
"CATH41__2019-10-22__14-29-16.jpg","Animal",0.99
"CATH41__2019-10-22__14-29-16.jpg","Animal",0.207
"CATH41__2019-10-22__14-29-22.jpg","Animal",0.972
"CATH41__2019-10-22__14-29-22.jpg","Animal",0.442
"CATH41__2019-10-22__14-29-22.jpg","Animal",0.115
"CATH41__2019-10-23__12-00-00.jpg","Blank",0
"CATH41__2019-10-23__12-00-00.jpg","Blank",0
"CATH41__2019-10-24__12-00-00.jpg","Animal",0.321
"CATH41__2019-10-24__19-13-53.jpg","Animal",0.809
"CATH41__2019-10-25__07-07-40.jpg","Animal",0.77
"CATH41__2019-10-25__07-07-40.jpg","Animal",0.207
"CATH41__2019-10-25__07-07-44.jpg","Animal",0.779
"CATH41__2019-10-25__07-07-44.jpg","Animal",0.137
"CATH41__2019-10-25__07-07-44.jpg","Animal",0.116
"CATH41__2019-10-25__07-07-46.jpg","Animal",0.796
"CATH41__2019-10-25__07-27-28.jpg","Animal",0.668
"CATH41__2019-10-25__07-34-28.jpg","Animal",0.832
"CATH41__2019-10-25__07-35-46.jpg","Animal",0.674
"CATH41__2019-10-25__07-39-47.jpg","Animal",0.785
