"file","cat","conf"
"CATH28__2019-07-04__17-12-19.jpg","Human",0.998
"CATH28__2019-07-04__17-12-20.jpg","Human",0.999
"CATH28__2019-07-04__17-12-22.jpg","Human",0.999
"CATH28__2019-07-04__17-12-24.jpg","Human",0.999
"CATH28__2019-07-04__17-12-25.jpg","Animal",0.489
"CATH28__2019-07-04__17-12-25.jpg","Animal",0.16
"CATH28__2019-07-04__17-12-25.jpg","Animal",0.133
"CATH28__2019-07-04__17-12-27.jpg","Animal",0.131
"CATH28__2019-07-04__17-12-41.jpg","Human",0.997
"CATH28__2019-07-04__17-12-41.jpg","Animal",0.294
"CATH28__2019-07-04__17-12-41.jpg","Animal",0.104
"CATH28__2019-07-04__17-12-42.jpg","Human",0.999
"CATH28__2019-07-04__17-12-44.jpg","Human",0.999
"CATH28__2019-07-04__17-12-44.jpg","Animal",0.11
"CATH28__2019-07-04__17-12-45.jpg","Human",0.998
"CATH28__2019-07-04__17-12-46.jpg","Human",0.999
"CATH28__2019-07-04__17-12-48.jpg","Human",0.999
"CATH28__2019-07-04__17-12-48.jpg","Animal",0.142
"CATH28__2019-07-04__17-12-51.jpg","Human",0.999
"CATH28__2019-07-04__17-12-52.jpg","Animal",0.18
"CATH28__2019-07-04__17-14-41.jpg","Human",0.998
"CATH28__2019-07-04__17-14-42.jpg","Human",0.999
"CATH28__2019-07-04__17-14-43.jpg","Animal",0.169
"CATH28__2019-07-05__12-00-00.jpg","Animal",0.11
"CATH28__2019-07-06__12-00-00.jpg","Blank",0
"CATH28__2019-07-06__12-00-00.jpg","Blank",0
"CATH28__2019-07-07__12-00-00.jpg","Blank",0
"CATH28__2019-07-07__12-00-00.jpg","Blank",0
"CATH28__2019-07-08__04-56-55.jpg","Animal",0.141
"CATH28__2019-07-08__04-56-56.jpg","Animal",0.102
"CATH28__2019-07-08__04-56-57.jpg","Animal",0.471
"CATH28__2019-07-08__04-56-59.jpg","Blank",0
"CATH28__2019-07-08__04-56-59.jpg","Blank",0
"CATH28__2019-07-08__04-57-01.jpg","Animal",0.126
"CATH28__2019-07-08__04-57-06.jpg","Animal",0.964
"CATH28__2019-07-08__04-57-06.jpg","Animal",0.374
"CATH28__2019-07-08__04-57-08.jpg","Animal",0.998
"CATH28__2019-07-08__04-57-17.jpg","Animal",0.998
"CATH28__2019-07-08__04-57-17.jpg","Animal",0.429
"CATH28__2019-07-08__04-57-17.jpg","Animal",0.193
"CATH28__2019-07-08__04-57-17.jpg","Animal",0.105
"CATH28__2019-07-08__04-57-23.jpg","Animal",0.997
"CATH28__2019-07-08__04-57-23.jpg","Animal",0.949
"CATH28__2019-07-08__04-57-23.jpg","Animal",0.51
"CATH28__2019-07-08__04-57-23.jpg","Animal",0.354
"CATH28__2019-07-08__04-57-23.jpg","Animal",0.149
"CATH28__2019-07-08__04-57-25.jpg","Animal",0.995
"CATH28__2019-07-08__04-57-26.jpg","Animal",0.996
"CATH28__2019-07-08__04-57-26.jpg","Animal",0.549
