"file","cat","conf"
"CATH37__2019-08-20__12-50-42.jpg","Blank",0
"CATH37__2019-08-20__12-50-42.jpg","Blank",0
"CATH37__2019-08-20__12-50-44.jpg","Blank",0
"CATH37__2019-08-20__12-50-44.jpg","Blank",0
"CATH37__2019-08-20__12-50-55.jpg","Blank",0
"CATH37__2019-08-20__12-50-55.jpg","Blank",0
"CATH37__2019-08-20__12-50-57.jpg","Blank",0
"CATH37__2019-08-20__12-50-57.jpg","Blank",0
"CATH37__2019-08-20__12-51-11.jpg","Human",0.715
"CATH37__2019-08-20__12-51-11.jpg","Animal",0.109
"CATH37__2019-08-20__12-51-13.jpg","Human",0.999
"CATH37__2019-08-20__12-51-17.jpg","Human",0.999
"CATH37__2019-08-20__12-51-19.jpg","Human",0.999
"CATH37__2019-08-20__12-51-19.jpg","Human",0.349
"CATH37__2019-08-20__12-51-21.jpg","Human",0.967
"CATH37__2019-08-20__12-51-21.jpg","Animal",0.394
"CATH37__2019-08-20__12-51-21.jpg","Human",0.171
"CATH37__2019-08-20__12-51-22.jpg","Animal",0.294
"CATH37__2019-08-20__12-51-22.jpg","Animal",0.215
"CATH37__2019-08-20__12-51-55.jpg","Human",0.997
"CATH37__2019-08-20__12-51-55.jpg","Human",0.115
"CATH37__2019-08-20__12-51-56.jpg","Human",0.999
"CATH37__2019-08-20__12-51-58.jpg","Human",0.999
"CATH37__2019-08-20__12-51-59.jpg","Human",0.999
"CATH37__2019-08-20__12-52-01.jpg","Human",0.999
"CATH37__2019-08-20__12-52-02.jpg","Human",0.999
"CATH37__2019-08-20__12-52-04.jpg","Human",0.999
"CATH37__2019-08-20__13-15-19.jpg","Animal",0.122
"CATH37__2019-08-21__12-00-00.jpg","Blank",0
"CATH37__2019-08-21__12-00-00.jpg","Blank",0
"CATH37__2019-08-22__12-00-00.jpg","Blank",0
"CATH37__2019-08-22__12-00-00.jpg","Blank",0
"CATH37__2019-08-23__12-00-00.jpg","Blank",0
"CATH37__2019-08-23__12-00-00.jpg","Blank",0
"CATH37__2019-08-24__12-00-00.jpg","Blank",0
"CATH37__2019-08-24__12-00-00.jpg","Blank",0
"CATH37__2019-08-25__12-00-00.jpg","Animal",0.431
"CATH37__2019-08-25__23-21-47.jpg","Animal",0.999
"CATH37__2019-08-25__23-21-49.jpg","Animal",0.998
"CATH37__2019-08-25__23-21-51.jpg","Animal",0.998
"CATH37__2019-08-25__23-21-52.jpg","Animal",0.998
"CATH37__2019-08-25__23-21-54.jpg","Animal",0.998
"CATH37__2019-08-25__23-21-54.jpg","Animal",0.819
"CATH37__2019-08-25__23-22-04.jpg","Blank",0
"CATH37__2019-08-25__23-22-04.jpg","Blank",0
"CATH37__2019-08-26__12-00-00.jpg","Blank",0
"CATH37__2019-08-26__12-00-00.jpg","Blank",0
"CATH37__2019-08-27__12-00-00.jpg","Animal",0.142
"CATH37__2019-08-28__12-00-00.jpg","Animal",0.121
"CATH37__2019-08-29__00-29-32.jpg","Animal",0.977
"CATH37__2019-08-29__00-29-32.jpg","Animal",0.178
"CATH37__2019-08-29__00-29-34.jpg","Animal",0.995
"CATH37__2019-08-29__12-00-00.jpg","Blank",0
"CATH37__2019-08-29__12-00-00.jpg","Blank",0
"CATH37__2019-08-30__12-00-00.jpg","Animal",0.493
"CATH37__2019-08-31__04-02-43.jpg","Animal",0.941
"CATH37__2019-08-31__04-02-43.jpg","Animal",0.938
"CATH37__2019-08-31__04-02-43.jpg","Animal",0.174
"CATH37__2019-08-31__12-00-00.jpg","Animal",0.112
"CATH37__2019-09-01__12-00-00.jpg","Blank",0
"CATH37__2019-09-01__12-00-00.jpg","Blank",0
"CATH37__2019-09-02__10-04-05.jpg","Animal",0.996
"CATH37__2019-09-02__10-04-05.jpg","Animal",0.177
"CATH37__2019-09-02__10-04-07.jpg","Animal",0.927
"CATH37__2019-09-02__10-04-07.jpg","Animal",0.638
"CATH37__2019-09-02__10-04-07.jpg","Animal",0.135
"CATH37__2019-09-02__10-04-07.jpg","Animal",0.119
"CATH37__2019-09-02__10-04-07.jpg","Animal",0.106
"CATH37__2019-09-02__10-04-08.jpg","Animal",0.999
"CATH37__2019-09-02__10-04-08.jpg","Animal",0.724
"CATH37__2019-09-02__10-04-14.jpg","Animal",0.922
"CATH37__2019-09-02__10-04-14.jpg","Animal",0.757
"CATH37__2019-09-02__10-04-14.jpg","Animal",0.163
"CATH37__2019-09-02__10-05-00.jpg","Animal",0.963
"CATH37__2019-09-02__10-05-00.jpg","Animal",0.503
"CATH37__2019-09-02__10-05-00.jpg","Animal",0.136
"CATH37__2019-09-02__10-05-02.jpg","Animal",0.998
"CATH37__2019-09-02__10-05-02.jpg","Animal",0.127
"CATH37__2019-09-02__12-00-00.jpg","Blank",0
"CATH37__2019-09-02__12-00-00.jpg","Blank",0
"CATH37__2019-09-02__14-21-58.jpg","Human",0.453
"CATH37__2019-09-02__14-21-58.jpg","Human",0.14
"CATH37__2019-09-03__12-00-00.jpg","Blank",0
"CATH37__2019-09-03__12-00-00.jpg","Blank",0
"CATH37__2019-09-03__13-33-32.jpg","Animal",0.71
"CATH37__2019-09-03__13-33-32.jpg","Animal",0.176
"CATH37__2019-09-04__12-00-00.jpg","Blank",0
"CATH37__2019-09-04__12-00-00.jpg","Blank",0
"CATH37__2019-09-05__12-00-00.jpg","Blank",0
"CATH37__2019-09-05__12-00-00.jpg","Blank",0
"CATH37__2019-09-06__12-00-00.jpg","Blank",0
"CATH37__2019-09-06__12-00-00.jpg","Blank",0
"CATH37__2019-09-07__09-46-01.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-02.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-04.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-05.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-05.jpg","Animal",0.187
"CATH37__2019-09-07__09-46-08.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-09.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-11.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-13.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-14.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-16.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-17.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-18.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-20.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-21.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-23.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-24.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-26.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-27.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-35.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-36.jpg","Animal",0.999
"CATH37__2019-09-07__09-46-37.jpg","Animal",0.999
"CATH37__2019-09-07__09-47-11.jpg","Animal",0.999
"CATH37__2019-09-07__09-47-12.jpg","Animal",0.999
"CATH37__2019-09-07__09-47-13.jpg","Animal",0.999
"CATH37__2019-09-07__09-47-14.jpg","Animal",0.999
"CATH37__2019-09-07__09-47-15.jpg","Animal",0.999
"CATH37__2019-09-07__09-47-17.jpg","Animal",0.999
"CATH37__2019-09-07__09-47-21.jpg","Animal",0.999
"CATH37__2019-09-07__09-47-24.jpg","Animal",0.999
"CATH37__2019-09-07__09-50-13.jpg","Animal",0.999
"CATH37__2019-09-07__09-50-13.jpg","Animal",0.573
"CATH37__2019-09-07__09-50-40.jpg","Animal",0.999
"CATH37__2019-09-07__09-50-41.jpg","Animal",0.999
"CATH37__2019-09-07__09-50-43.jpg","Animal",0.999
"CATH37__2019-09-07__09-50-52.jpg","Animal",0.999
"CATH37__2019-09-07__09-50-56.jpg","Animal",0.999
"CATH37__2019-09-07__09-50-58.jpg","Animal",0.999
"CATH37__2019-09-07__09-51-18.jpg","Animal",0.999
"CATH37__2019-09-07__09-53-47.jpg","Animal",0.999
"CATH37__2019-09-07__09-53-50.jpg","Animal",0.999
"CATH37__2019-09-07__09-53-52.jpg","Animal",0.999
"CATH37__2019-09-07__09-53-54.jpg","Animal",0.999
"CATH37__2019-09-07__09-53-57.jpg","Animal",0.999
"CATH37__2019-09-07__09-55-25.jpg","Animal",0.999
"CATH37__2019-09-07__09-55-28.jpg","Animal",0.999
"CATH37__2019-09-07__09-55-30.jpg","Animal",0.999
"CATH37__2019-09-07__09-55-32.jpg","Animal",0.999
"CATH37__2019-09-07__09-57-21.jpg","Animal",0.999
"CATH37__2019-09-07__09-57-23.jpg","Animal",0.999
"CATH37__2019-09-07__09-57-26.jpg","Animal",0.999
"CATH37__2019-09-07__09-58-00.jpg","Animal",0.999
"CATH37__2019-09-07__09-59-21.jpg","Animal",0.999
"CATH37__2019-09-07__09-59-23.jpg","Animal",0.999
"CATH37__2019-09-07__10-06-48.jpg","Animal",0.999
"CATH37__2019-09-07__10-06-50.jpg","Animal",0.999
"CATH37__2019-09-07__10-06-52.jpg","Animal",0.999
"CATH37__2019-09-07__10-07-02.jpg","Animal",0.999
"CATH37__2019-09-07__10-07-03.jpg","Animal",0.999
"CATH37__2019-09-07__10-07-04.jpg","Animal",0.999
"CATH37__2019-09-07__10-07-07.jpg","Animal",0.999
"CATH37__2019-09-07__10-07-09.jpg","Animal",0.999
"CATH37__2019-09-07__10-07-10.jpg","Animal",0.999
"CATH37__2019-09-07__10-07-11.jpg","Animal",0.999
"CATH37__2019-09-07__10-07-14.jpg","Animal",0.999
"CATH37__2019-09-07__10-07-17.jpg","Animal",0.999
"CATH37__2019-09-07__10-07-19.jpg","Animal",0.999
"CATH37__2019-09-07__10-07-20.jpg","Animal",0.999
