"file","cat","conf"
"CATH39__2019-08-20__16-00-35.jpg","Animal",0.107
"CATH39__2019-08-20__16-01-00.jpg","Animal",0.997
"CATH39__2019-08-20__16-01-00.jpg","Animal",0.174
"CATH39__2019-08-20__16-01-14.jpg","Animal",0.108
"CATH39__2019-08-20__16-01-14.jpg","Animal",0.101
"CATH39__2019-08-20__16-01-17.jpg","Animal",0.319
"CATH39__2019-08-20__16-01-17.jpg","Animal",0.125
"CATH39__2019-08-20__16-01-26.jpg","Human",0.999
"CATH39__2019-08-20__16-01-26.jpg","Human",0.143
"CATH39__2019-08-20__16-01-27.jpg","Human",0.997
"CATH39__2019-08-20__16-01-27.jpg","Human",0.37
"CATH39__2019-08-20__16-01-27.jpg","Human",0.171
"CATH39__2019-08-20__16-01-27.jpg","Human",0.167
"CATH39__2019-08-20__16-01-28.jpg","Human",0.993
"CATH39__2019-08-20__16-01-28.jpg","Human",0.985
"CATH39__2019-08-20__16-01-28.jpg","Human",0.316
"CATH39__2019-08-20__16-01-28.jpg","Human",0.253
"CATH39__2019-08-20__16-01-28.jpg","Human",0.176
"CATH39__2019-08-20__16-01-30.jpg","Human",0.997
"CATH39__2019-08-20__16-01-30.jpg","Human",0.988
"CATH39__2019-08-20__16-01-30.jpg","Human",0.933
"CATH39__2019-08-20__16-01-32.jpg","Human",0.996
"CATH39__2019-08-20__16-01-32.jpg","Human",0.994
"CATH39__2019-08-20__16-01-32.jpg","Human",0.747
"CATH39__2019-08-20__16-01-34.jpg","Human",0.994
"CATH39__2019-08-20__16-02-24.jpg","Human",0.999
"CATH39__2019-08-20__16-02-26.jpg","Human",0.998
"CATH39__2019-08-20__16-02-26.jpg","Human",0.997
"CATH39__2019-08-20__16-02-26.jpg","Human",0.133
"CATH39__2019-08-20__16-02-28.jpg","Human",0.893
"CATH39__2019-08-20__16-02-28.jpg","Vehicle",0.114
"CATH39__2019-08-21__12-00-00.jpg","Animal",0.493
"CATH39__2019-08-21__12-00-00.jpg","Animal",0.388
"CATH39__2019-08-21__12-00-00.jpg","Animal",0.319
"CATH39__2019-08-22__12-00-00.jpg","Blank",0
"CATH39__2019-08-22__12-00-00.jpg","Blank",0
"CATH39__2019-08-23__12-00-00.jpg","Animal",0.593
"CATH39__2019-08-23__12-00-00.jpg","Animal",0.399
"CATH39__2019-08-23__12-00-00.jpg","Animal",0.113
"CATH39__2019-08-24__12-00-00.jpg","Animal",0.661
"CATH39__2019-08-24__12-00-00.jpg","Animal",0.468
"CATH39__2019-08-24__12-00-00.jpg","Animal",0.161
"CATH39__2019-08-25__12-00-00.jpg","Animal",0.205
"CATH39__2019-08-26__12-00-00.jpg","Animal",0.116
"CATH39__2019-08-27__12-00-00.jpg","Animal",0.589
"CATH39__2019-08-27__12-00-00.jpg","Animal",0.525
"CATH39__2019-08-27__12-00-00.jpg","Animal",0.224
"CATH39__2019-08-27__12-00-00.jpg","Animal",0.175
"CATH39__2019-08-27__12-00-00.jpg","Animal",0.161
"CATH39__2019-08-27__12-00-00.jpg","Animal",0.104
"CATH39__2019-08-28__12-00-00.jpg","Animal",0.717
"CATH39__2019-08-28__12-00-00.jpg","Animal",0.245
"CATH39__2019-08-28__12-00-00.jpg","Animal",0.222
"CATH39__2019-08-29__12-00-00.jpg","Animal",0.235
"CATH39__2019-08-30__12-00-00.jpg","Blank",0
"CATH39__2019-08-30__12-00-00.jpg","Blank",0
"CATH39__2019-08-31__12-00-00.jpg","Blank",0
"CATH39__2019-08-31__12-00-00.jpg","Blank",0
"CATH39__2019-09-01__12-00-00.jpg","Animal",0.117
"CATH39__2019-09-02__12-00-00.jpg","Animal",0.113
"CATH39__2019-09-03__12-00-00.jpg","Blank",0
"CATH39__2019-09-03__12-00-00.jpg","Blank",0
"CATH39__2019-09-04__12-00-00.jpg","Animal",0.104
"CATH39__2019-09-05__12-00-00.jpg","Blank",0
"CATH39__2019-09-05__12-00-00.jpg","Blank",0
"CATH39__2019-09-06__12-00-00.jpg","Blank",0
"CATH39__2019-09-06__12-00-00.jpg","Blank",0
"CATH39__2019-09-07__12-00-00.jpg","Blank",0
"CATH39__2019-09-07__12-00-00.jpg","Blank",0
"CATH39__2019-09-08__12-00-00.jpg","Animal",0.516
"CATH39__2019-09-09__12-00-00.jpg","Blank",0
"CATH39__2019-09-09__12-00-00.jpg","Blank",0
"CATH39__2019-09-10__12-00-00.jpg","Blank",0
"CATH39__2019-09-10__12-00-00.jpg","Blank",0
"CATH39__2019-09-11__12-00-00.jpg","Animal",0.239
"CATH39__2019-09-12__12-00-00.jpg","Animal",0.261
"CATH39__2019-09-12__12-00-00.jpg","Animal",0.244
"CATH39__2019-09-12__12-00-00.jpg","Animal",0.22
"CATH39__2019-09-12__12-00-00.jpg","Animal",0.102
"CATH39__2019-09-13__12-00-00.jpg","Animal",0.511
"CATH39__2019-09-13__12-00-00.jpg","Animal",0.106
"CATH39__2019-09-13__19-38-22.jpg","Animal",0.997
"CATH39__2019-09-13__19-38-23.jpg","Animal",0.993
"CATH39__2019-09-13__19-38-23.jpg","Animal",0.188
"CATH39__2019-09-13__19-38-24.jpg","Animal",0.99
"CATH39__2019-09-13__19-38-24.jpg","Animal",0.943
"CATH39__2019-09-13__19-38-25.jpg","Animal",0.992
"CATH39__2019-09-13__19-38-27.jpg","Animal",0.969
"CATH39__2019-09-13__19-38-27.jpg","Animal",0.331
"CATH39__2019-09-13__19-38-27.jpg","Animal",0.13
"CATH39__2019-09-14__01-02-37.jpg","Blank",0
"CATH39__2019-09-14__01-02-37.jpg","Blank",0
"CATH39__2019-09-14__08-48-12.jpg","Animal",0.998
"CATH39__2019-09-14__08-48-12.jpg","Animal",0.177
"CATH39__2019-09-14__08-48-12.jpg","Animal",0.107
"CATH39__2019-09-14__08-48-15.jpg","Animal",0.995
"CATH39__2019-09-14__08-48-16.jpg","Animal",0.999
"CATH39__2019-09-14__08-48-18.jpg","Animal",0.999
"CATH39__2019-09-14__08-48-19.jpg","Animal",0.999
"CATH39__2019-09-14__08-48-22.jpg","Animal",0.203
"CATH39__2019-09-14__12-00-00.jpg","Animal",0.123
"CATH39__2019-09-15__12-00-00.jpg","Blank",0
"CATH39__2019-09-15__12-00-00.jpg","Blank",0
"CATH39__2019-09-16__12-00-00.jpg","Blank",0
"CATH39__2019-09-16__12-00-00.jpg","Blank",0
"CATH39__2019-09-17__12-00-00.jpg","Animal",0.104
"CATH39__2019-09-18__12-00-00.jpg","Animal",0.419
"CATH39__2019-09-19__12-00-00.jpg","Animal",0.187
"CATH39__2019-09-19__12-00-00.jpg","Animal",0.101
"CATH39__2019-09-20__12-00-00.jpg","Animal",0.684
"CATH39__2019-09-20__12-00-00.jpg","Animal",0.487
"CATH39__2019-09-21__12-00-00.jpg","Animal",0.326
"CATH39__2019-09-21__12-00-00.jpg","Animal",0.184
"CATH39__2019-09-22__12-00-00.jpg","Animal",0.209
"CATH39__2019-09-22__12-00-00.jpg","Animal",0.14
"CATH39__2019-09-22__12-00-00.jpg","Animal",0.131
"CATH39__2019-09-23__12-00-00.jpg","Animal",0.222
"CATH39__2019-09-23__12-00-00.jpg","Animal",0.103
"CATH39__2019-09-23__15-51-36.jpg","Animal",0.758
"CATH39__2019-09-23__15-51-36.jpg","Animal",0.138
"CATH39__2019-09-24__12-00-00.jpg","Animal",0.739
"CATH39__2019-09-24__12-00-00.jpg","Animal",0.242
"CATH39__2019-09-24__12-00-00.jpg","Animal",0.218
"CATH39__2019-09-24__12-00-00.jpg","Animal",0.185
"CATH39__2019-09-24__12-00-00.jpg","Animal",0.158
"CATH39__2019-09-24__12-00-00.jpg","Animal",0.135
"CATH39__2019-09-24__12-00-00.jpg","Animal",0.103
"CATH39__2019-09-25__12-00-00.jpg","Animal",0.925
"CATH39__2019-09-25__12-00-00.jpg","Animal",0.661
"CATH39__2019-09-25__12-00-00.jpg","Animal",0.204
"CATH39__2019-09-25__12-00-00.jpg","Animal",0.124
"CATH39__2019-09-26__12-00-00.jpg","Animal",0.33
"CATH39__2019-09-27__12-00-00.jpg","Blank",0
"CATH39__2019-09-27__12-00-00.jpg","Blank",0
"CATH39__2019-09-28__12-00-00.jpg","Blank",0
"CATH39__2019-09-28__12-00-00.jpg","Blank",0
"CATH39__2019-09-29__08-44-03.jpg","Animal",0.998
"CATH39__2019-09-29__08-44-03.jpg","Animal",0.155
"CATH39__2019-09-29__08-44-05.jpg","Animal",0.785
"CATH39__2019-09-29__08-44-05.jpg","Animal",0.76
"CATH39__2019-09-29__08-44-07.jpg","Animal",0.994
"CATH39__2019-09-29__08-44-07.jpg","Animal",0.163
"CATH39__2019-09-29__08-44-07.jpg","Animal",0.111
"CATH39__2019-09-29__08-44-08.jpg","Animal",0.999
"CATH39__2019-09-29__08-44-10.jpg","Animal",0.999
"CATH39__2019-09-29__08-44-12.jpg","Animal",0.701
"CATH39__2019-09-29__08-44-13.jpg","Animal",0.761
"CATH39__2019-09-29__08-44-15.jpg","Animal",0.414
"CATH39__2019-09-29__08-44-48.jpg","Animal",0.999
"CATH39__2019-09-29__08-44-48.jpg","Animal",0.124
"CATH39__2019-09-29__08-44-49.jpg","Animal",0.999
"CATH39__2019-09-29__08-44-51.jpg","Animal",0.998
"CATH39__2019-09-29__08-44-53.jpg","Animal",0.621
"CATH39__2019-09-29__08-44-53.jpg","Animal",0.356
"CATH39__2019-09-29__08-44-53.jpg","Animal",0.305
"CATH39__2019-09-29__08-44-53.jpg","Animal",0.273
"CATH39__2019-09-29__08-44-53.jpg","Animal",0.219
