"file","cat","conf"
"CATH10__2019-07-02__19-30-13(1).JPG","Human",0.987
"CATH10__2019-07-02__19-30-13(1).JPG","Human",0.843
"CATH10__2019-07-02__19-30-13(1).JPG","Animal",0.812
"CATH10__2019-07-02__19-30-13(1).JPG","Human",0.219
"CATH10__2019-07-02__19-30-14(2).JPG","Human",0.998
"CATH10__2019-07-02__19-30-14(2).JPG","Human",0.437
"CATH10__2019-07-02__19-30-14(2).JPG","Human",0.248
"CATH10__2019-07-02__19-30-17(3).JPG","Blank",0
"CATH10__2019-07-02__19-30-17(3).JPG","Blank",0
"CATH10__2019-07-03__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-03__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-04__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-04__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-05__03-24-24(1).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-26(2).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-28(3).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-29(4).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-31(5).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-35(6).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-41(7).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-42(8).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-44(9).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-46(10).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-47(11).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-50(12).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-52(13).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-53(14).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-55(15).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-57(16).JPG","Animal",0.999
"CATH10__2019-07-05__03-24-58(17).JPG","Animal",0.998
"CATH10__2019-07-05__03-24-59(18).JPG","Animal",0.928
"CATH10__2019-07-05__03-24-59(18).JPG","Animal",0.289
"CATH10__2019-07-05__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-05__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-06__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-06__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-07__12-00-00(1).JPG","Animal",0.794
"CATH10__2019-07-07__12-00-00(1).JPG","Animal",0.217
"CATH10__2019-07-07__12-00-00(1).JPG","Animal",0.142
"CATH10__2019-07-07__20-47-29(1).JPG","Animal",0.145
"CATH10__2019-07-07__20-47-31(2).JPG","Animal",0.173
"CATH10__2019-07-07__20-47-33(3).JPG","Blank",0
"CATH10__2019-07-07__20-47-33(3).JPG","Blank",0
"CATH10__2019-07-07__20-47-34(4).JPG","Animal",0.994
"CATH10__2019-07-07__20-47-36(5).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-36(5).JPG","Animal",0.185
"CATH10__2019-07-07__20-47-36(5).JPG","Animal",0.177
"CATH10__2019-07-07__20-47-36(5).JPG","Animal",0.112
"CATH10__2019-07-07__20-47-38(6).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-39(7).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-39(7).JPG","Animal",0.164
"CATH10__2019-07-07__20-47-39(7).JPG","Animal",0.128
"CATH10__2019-07-07__20-47-41(8).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-41(8).JPG","Animal",0.147
"CATH10__2019-07-07__20-47-43(9).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-44(10).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-46(11).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-47(12).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-49(13).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-50(14).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-52(15).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-53(16).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-55(17).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-56(18).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-58(19).JPG","Animal",0.999
"CATH10__2019-07-07__20-47-58(19).JPG","Animal",0.241
"CATH10__2019-07-07__20-48-00(1).JPG","Animal",0.999
"CATH10__2019-07-07__20-48-00(1).JPG","Animal",0.245
"CATH10__2019-07-07__20-48-01(2).JPG","Animal",0.999
"CATH10__2019-07-07__20-48-01(2).JPG","Animal",0.1
"CATH10__2019-07-07__20-48-03(3).JPG","Animal",0.999
"CATH10__2019-07-07__20-48-05(4).JPG","Animal",0.999
"CATH10__2019-07-07__20-48-07(5).JPG","Animal",0.999
"CATH10__2019-07-07__20-48-09(6).JPG","Animal",0.999
"CATH10__2019-07-07__20-48-12(7).JPG","Animal",0.999
"CATH10__2019-07-07__20-48-14(8).JPG","Animal",0.998
"CATH10__2019-07-07__20-48-14(8).JPG","Animal",0.105
"CATH10__2019-07-07__20-48-15(9).JPG","Animal",0.999
"CATH10__2019-07-07__20-48-16(10).JPG","Animal",0.999
"CATH10__2019-07-07__20-48-18(11).JPG","Animal",0.999
"CATH10__2019-07-07__20-48-20(12).JPG","Animal",0.999
"CATH10__2019-07-07__20-48-21(13).JPG","Animal",0.999
"CATH10__2019-07-07__20-48-23(14).JPG","Animal",0.999
"CATH10__2019-07-07__20-48-24(15).JPG","Animal",0.999
"CATH10__2019-07-07__20-48-25(16).JPG","Animal",0.998
"CATH10__2019-07-07__20-48-29(17).JPG","Animal",0.997
"CATH10__2019-07-07__20-48-31(18).JPG","Animal",0.998
"CATH10__2019-07-07__20-48-41(19).JPG","Animal",0.962
"CATH10__2019-07-07__20-48-41(19).JPG","Animal",0.116
"CATH10__2019-07-08__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-08__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-09__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-09__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-09__22-29-54(1).JPG","Animal",0.15
"CATH10__2019-07-09__22-29-55(2).JPG","Animal",0.998
"CATH10__2019-07-09__22-29-56(3).JPG","Blank",0
"CATH10__2019-07-09__22-29-56(3).JPG","Blank",0
"CATH10__2019-07-09__22-29-58(4).JPG","Animal",0.783
"CATH10__2019-07-09__22-30-01(1).JPG","Animal",0.638
"CATH10__2019-07-09__22-30-01(1).JPG","Animal",0.583
"CATH10__2019-07-09__22-30-01(1).JPG","Animal",0.548
"CATH10__2019-07-09__22-30-01(1).JPG","Animal",0.116
"CATH10__2019-07-09__22-30-02(2).JPG","Animal",0.999
"CATH10__2019-07-09__22-30-03(3).JPG","Blank",0
"CATH10__2019-07-09__22-30-03(3).JPG","Blank",0
"CATH10__2019-07-09__22-30-05(4).JPG","Blank",0
"CATH10__2019-07-09__22-30-05(4).JPG","Blank",0
"CATH10__2019-07-10__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-10__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-11__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-11__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-12__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-12__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-13__12-00-00(1).JPG","Animal",0.189
"CATH10__2019-07-14__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-14__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-15__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-15__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-16__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-16__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-17__12-00-00(1).JPG","Animal",0.285
"CATH10__2019-07-18__04-45-48(1).JPG","Animal",0.999
"CATH10__2019-07-18__04-45-51(2).JPG","Animal",0.144
"CATH10__2019-07-18__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-18__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-19__01-35-35(1).JPG","Animal",0.998
"CATH10__2019-07-19__01-35-36(2).JPG","Animal",0.999
"CATH10__2019-07-19__01-35-38(3).JPG","Animal",0.999
"CATH10__2019-07-19__01-35-40(4).JPG","Blank",0
"CATH10__2019-07-19__01-35-40(4).JPG","Blank",0
"CATH10__2019-07-19__01-35-41(5).JPG","Blank",0
"CATH10__2019-07-19__01-35-41(5).JPG","Blank",0
"CATH10__2019-07-19__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-19__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-20__06-48-12(1).JPG","Blank",0
"CATH10__2019-07-20__06-48-12(1).JPG","Blank",0
"CATH10__2019-07-20__06-48-14(2).JPG","Blank",0
"CATH10__2019-07-20__06-48-14(2).JPG","Blank",0
"CATH10__2019-07-20__06-48-16(3).JPG","Animal",0.928
"CATH10__2019-07-20__06-48-16(3).JPG","Animal",0.112
"CATH10__2019-07-20__06-48-16(3).JPG","Animal",0.103
"CATH10__2019-07-20__06-48-18(4).JPG","Animal",0.998
"CATH10__2019-07-20__06-48-22(5).JPG","Animal",0.999
"CATH10__2019-07-20__06-48-24(6).JPG","Blank",0
"CATH10__2019-07-20__06-48-24(6).JPG","Blank",0
"CATH10__2019-07-20__06-48-26(7).JPG","Blank",0
"CATH10__2019-07-20__06-48-26(7).JPG","Blank",0
"CATH10__2019-07-20__12-00-00(1).JPG","Animal",0.359
"CATH10__2019-07-21__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-21__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-22__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-22__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-23__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-23__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-24__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-24__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-25__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-25__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-26__12-00-00(1).JPG","Animal",0.145
"CATH10__2019-07-27__12-00-00(1).JPG","Animal",0.723
"CATH10__2019-07-28__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-28__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-29__05-17-32(1).JPG","Animal",0.308
"CATH10__2019-07-29__05-17-32(1).JPG","Animal",0.106
"CATH10__2019-07-29__05-17-38(2).JPG","Animal",0.545
"CATH10__2019-07-29__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-29__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-30__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-30__12-00-00(1).JPG","Blank",0
"CATH10__2019-07-31__12-00-00(1).JPG","Blank",0
