"file","cat","conf"
"CATH38__2019-08-20__14-29-30.jpg","Human",0.999
"CATH38__2019-08-20__14-29-36.jpg","Human",0.999
"CATH38__2019-08-20__14-29-49.jpg","Human",0.998
"CATH38__2019-08-20__14-29-49.jpg","Human",0.305
"CATH38__2019-08-20__14-29-49.jpg","Vehicle",0.231
"CATH38__2019-08-20__14-29-49.jpg","Human",0.204
"CATH38__2019-08-20__14-29-58.jpg","Human",0.999
"CATH38__2019-08-20__14-30-02.jpg","Human",0.999
"CATH38__2019-08-20__14-30-02.jpg","Human",0.214
"CATH38__2019-08-20__14-30-03.jpg","Human",0.979
"CATH38__2019-08-20__14-30-03.jpg","Human",0.551
"CATH38__2019-08-20__14-30-03.jpg","Animal",0.512
"CATH38__2019-08-20__14-30-03.jpg","Human",0.479
"CATH38__2019-08-20__14-30-03.jpg","Human",0.433
"CATH38__2019-08-20__14-30-03.jpg","Human",0.222
"CATH38__2019-08-20__14-30-03.jpg","Human",0.176
"CATH38__2019-08-20__14-30-03.jpg","Human",0.108
"CATH38__2019-08-20__14-30-03.jpg","Human",0.104
"CATH38__2019-08-20__14-31-07.jpg","Animal",0.889
"CATH38__2019-08-20__14-31-07.jpg","Animal",0.302
"CATH38__2019-08-20__14-31-07.jpg","Human",0.236
"CATH38__2019-08-20__14-31-10.jpg","Human",0.998
"CATH38__2019-08-20__14-31-10.jpg","Human",0.145
"CATH38__2019-08-20__14-31-12.jpg","Human",0.997
"CATH38__2019-08-20__14-31-12.jpg","Human",0.129
"CATH38__2019-08-20__14-31-13.jpg","Animal",0.32
"CATH38__2019-08-20__14-31-13.jpg","Human",0.191
"CATH38__2019-08-20__14-31-18.jpg","Animal",0.34
"CATH38__2019-08-20__14-31-18.jpg","Human",0.308
"CATH38__2019-08-20__14-31-18.jpg","Human",0.275
"CATH38__2019-08-20__14-31-18.jpg","Vehicle",0.144
"CATH38__2019-08-20__14-31-18.jpg","Human",0.127
"CATH38__2019-08-20__14-31-18.jpg","Vehicle",0.126
"CATH38__2019-08-20__14-31-19.jpg","Human",0.998
"CATH38__2019-08-20__14-31-19.jpg","Human",0.158
"CATH38__2019-08-20__14-31-19.jpg","Human",0.143
"CATH38__2019-08-20__14-31-20.jpg","Human",0.998
"CATH38__2019-08-20__14-31-21.jpg","Human",0.998
"CATH38__2019-08-20__14-32-14.jpg","Human",0.999
"CATH38__2019-08-20__14-32-19.jpg","Human",0.999
"CATH38__2019-08-20__14-32-19.jpg","Human",0.984
"CATH38__2019-08-20__14-32-19.jpg","Human",0.125
"CATH38__2019-08-20__14-32-20.jpg","Human",0.999
"CATH38__2019-08-20__14-32-20.jpg","Human",0.999
"CATH38__2019-08-20__14-32-21.jpg","Human",0.999
"CATH38__2019-08-20__14-32-21.jpg","Human",0.999
"CATH38__2019-08-21__12-00-00.jpg","Blank",0
"CATH38__2019-08-21__12-00-00.jpg","Blank",0
"CATH38__2019-08-21__17-45-32.jpg","Animal",0.985
"CATH38__2019-08-22__12-00-00.jpg","Blank",0
"CATH38__2019-08-22__12-00-00.jpg","Blank",0
"CATH38__2019-08-22__12-46-02.jpg","Animal",0.989
"CATH38__2019-08-22__23-31-37.jpg","Animal",0.987
"CATH38__2019-08-23__12-00-00.jpg","Blank",0
"CATH38__2019-08-23__12-00-00.jpg","Blank",0
"CATH38__2019-08-23__18-00-52.jpg","Animal",0.999
"CATH38__2019-08-23__18-00-53.jpg","Animal",0.999
